EVENT_LOG	PRECISION	FITNESS	FILTER_FREQ	FILTER_RAND	TOTAL_TRACES	DISCOVERY_ALG_ENC	DISCOVERY_ALG	EDIT_DISTANCE	EDIT_DISTANCE_WEIGHTED	EDIT_DISTANCE_WEIGHTED_MODIF	EDIT_DISTANCE_WEIGHTED_FIT	ALIGNMENT_DFG	DIST_NODES_PERCENT	DIST_EDGES_PERCENT	DIST_EDGES_WEIGHTED_FIT	DIST_EDGES_BTW	DIST_EDGES_CC	DIST_EDGES_DEGREE	CLUST_DIFF	CLUST_MAX_DIFF	DEGREE_DIFF	DEGREE_MAX_DIFF	BETWEEN_DIFF	BETWEEN_MAX_DIFF	ASSORT_DIFF	ENTROPY_DIFF	ENTROPY_DIFF_BTW	EXCEEDING_EDGES	EXCEEDING_EDGES_BTW	EXCEEDING_EDGES_CC	EXCEEDING_EDGES_DEGREE	ESCAPING_EDGES_DFG	ESCAPING_EDGES_DFG_NO_ALGN	FOURIER_ENTROPY_DIFF	FOURIER_ENTROPY_DIFF_WEIGHTED	CLUST_DIFF_WEIGHTED	BETWEEN_DIFF_WEIGHTED	BETWEEN_DIFF_WEIGHTED_NORM	PN_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	PN_SIMPLICITY	PN_GENERALIZATION	LOG_BTW_MAX	LOG_BTW_MEDIAN	LOG_BTW_ENTROPY	LOG_CC_MAX	LOG_CC_MEDIAN	LOG_CC_ENTROPY	LOG_DEGREE_MAX	LOG_DEGREE_MEDIAN	LOG_DEGREE_ENTROPY	LOG_LINK_DENSITY	LOG_NODE_DEGREE_RATIO	LOG_FOURIER_ENTROPY	LOG_TRACES	LOG_VARIANTS	LOG_ACTIVITIES
3a_VARA_DE_FAMILIA_E_REGISTRO_CIVIL_DA_COMARCA_DE_OLINDA_-_TJPE.xes	0.3278	0.9871	0.6	0.6	59	2	IMd	0.717391304347826	0.113210064970267	0.37037037037037	0.045512547851978	0.994476627992395	0.5	0.644444444444444	0.018715440238197	0.02089	0.019892	0.021185	0.5146	0.3	1.6667	1	-0.128	-0.3909		-1.7704	-0.9697	1.74393874946831	0.377819	0.376774	0.364072	0.370498550182396	0.364066879288683	-0.8071	-0.9888	-1.14733549234342	193.666666666667	1.55606060606061	7	6	8	3.25	6	0.6774	0.9489	0.45	0.225	1.2516	0	0	0	217	157.5	2.585	0.4	0.5	1.7747	232	33	12
PRIMEIRA_VARA_CRIMINAL_-_COMARCA_DE_VARZEA_GRANDE_-_SDCR_-_TJMT.xes	0.0256	0.9988	0.4	0.5	23	2	IMd	4.23076923076923	1.6039076193422	0.833333333333333	0.00188679245283	0.994721031524264	0.127659574468085	0.836332958380202	0.002358490566038	0.002717	0.00247	0.00237	0.3322	0	35.3696	2	-0.0219	-0.5868		-4.3439	0.0504	18.3020047169811	0.443635	0.434549	0.432123	-1	-1	-1.6026	-0.4114	0.08023077368446	3168.81904761905	1.46037691080374	39	42	27	6	38	0.5	0.7458	0.4827	0.0129	2.8577	0.0342	0.0085	3.5666	1143	13.5	4.4342	0.1429	0.1794	4.2841	47	47	46
BPI_Challenge_2014_Control summary.xes.gz	1	0.9972	0.9	0.9	35659	2	IMd	0.578947368421053	0.005767964955286	0	0.017303894865859	0.997533491602583	0.428571428571429	0.666666666666667	0.008630668664034	0.009664	0.010497	0.010051	-0.1951	-0.5	-0.7143	-3	0.0715	0.0666	0.3921	-0.6281	-0.2359	0	0	0	0	1	1	-0.2299	-0.4715	0.014398681878645	22	0.2	5	4	8	2.25	3	0.8947	0.994	0.3333	0.1667	2	0	0	0	38138	22235	2	0.3333	1	1.4945	43808	59	7
8_a_VARA_CIVEL_DE_ARACAJU_-_TJSE.xes	-1	-1	0.6	0.6	297	2	IMd	6.62940275650842	2.4802435209865	0.882244897959184	0.000110941616974	0.999756757352441	0.081081081081081	0.88506916192026	0.000360560255166	0.000427	0.000383	0.000361	0.1577	0	61.9306	5	-0.0165	-0.5024		-4.3599	-0.0342	39.9601442241031	0.594745	0.583544	0.574066	-1	-1	-1.8759	-0.3015	0.021576761859827	2316.69544067044	0.357573834356905	77	70	55	5.3818	46	0.5179	0.7612	0.5176	0.0038	3.3913	0.0125	0.0022	3.8853	8328	14	5.1171	0.1106	0.137	4.7365	495	495	72
ElectronicInvoicingENG.xes.gz	0.2114	0.9702	0.6	0.5	10722	2	IMd	1	0.502864106079807	0.604651162790698	0.064147873794977	0.976618861644898	0	0.644444444444444	0.017926928468821	0.021064	0.019919	0.019543	0.5	0.5	2.7778	5	-0.1329	-0.2946	0.0656	-1.2946	0	2.80905519306322	0.511195	0.504088	0.504457	0.23719762486128	0.214570410645195	-0.2752	-0.2731	-1.6784918038183	67	1.19642857142857	13	9	16	2.75	3	0.76	0.9945	0.2857	0.2143	2.5033	0	0	0	21444	21444	0.7642	0.2083	0.6	1.7866	20135	7	9
VARA_DA_FAZENDA_PUBLICA_DA_COMARCA_DE_PAULISTA_-_TJPE.xes	0.0582	0.999	0.5	0.5	58	2	IMd	4.08219178082192	1.68152725493446	0.839260312944524	0.001846722068329	0.999473514990756	0.068965517241379	0.84180790960452	0.001154201292705	0.001386	0.001199	0.001162	0.5924	0.1667	22.0025	7	-0.0489	-0.7073		-3.0602	-0.0128	17.1410433979686	0.68313	0.676723	0.674628	0.059515302296447	0.057945273407564	-1.2801	-0.4977	-0.113128896848349	995.5	1.24248677248677	79	27	57	3.7544	14	0.6151	0.754	0.7344	0.0238	3.0521	0.0456	0.0072	3.0953	619	31	4.3286	0.1453	0.2647	3.6357	116	112	29
BPI_Challenge_2014_Inspection.xes.gz	0.2464	0.9395	0.5	0.5	2820	2	IMd	1.5609756097561	0.617685092991905	0.664864864864865	0.017234383453327	0.95241842339966	0	0.673684210526316	0.039140205584918	0.039685	0.041304	0.040135	0.2167	-0.1142	7.8666	3	-0.0458	-0.4098	0.2041	-1.6539	0	4.06309563444172	0.337763	0.335773	0.33514	0.128731569960267	0.116158100674043	-0.5016	-0.3903	-0.03131261367984	81	0.445054945054945	31	15	30	3.2667	6	0.6333	0.9528	0.4176	0.0659	2.5996	0.0161	0.0039	3.4566	59372	1800	3.7736	0.2952	0.2419	2.5896	5485	3190	15
BPI_Challenge_2014_Geo parcel document.xes.gz	0.3175	0.5744	0.5	0.4	2024	2	IMd	0.656934306569343	0.044467369409936	0.046511627906977	0.108608719800056	0.751227964347391	0.5	0.748091603053435	0.317274831065445	0.366387	0.324908	0.349697	-0.0397	-0.2407	-2.1875	-7	-0.003	0.1206	0.3332	-1.4694	-0.2806	0.037448856799037	0.04821	0.051219	0.049537	0.6658183464787	-1	-0.5493	-0.8447	-0.389955162154243	304.833333333333	0.480158730158731	18	8	18	3	5	0.6875	0.9938	0.4048	0.2143	2.5	0.1305	0.0611	3	14573	3122	3	0.3929	0.3636	1.9837	29059	9274	16
BPI_Challenge_2012.xes.gz	0.5195	0.4734	0.5	0.5	3856	2	IMd	1.06711409395973	0.389706657888856	0.774193548387097	0.898230923315925	0.746228589633546	0.708333333333333	0.877697841726619	0.620417240368829	0.679285	0.639788	0.670859	0.1842	-0.125	-0.7797	-9	-0.0259	-0.0722	0.4293	-2.488	0	0.580559826263583	0.074697	0.074451	0.074398	0.50693447706581	0.455503498680163	-1.4918	-1.4899	-0.275987184677808	1366	2.10382081686429	12	7	13	3.0769	6	0.6667	0.9374	0.3333	0.1333	0	0.2	0.0666	2.5216	2116	623	2.8074	0.3571	0.4667	1.7716	13087	4366	24
edited_hh110_weekends.xes.gz	0.0801	0.9997	0.5	0.6	3	2	IMd	1.61038961038961	0.648265076441872	0.666666666666667	0.00828729281768	1	0	0.655737704918033	0	0	0	0	0.4681	0.138	8.5714	5	-0.0979	-0.321		-1.7871	0	7.20441988950276	0.571772	0.572163	0.57259	0.081216159933361	0.081216159933361	-0.5216	-0.5388	-0.248463477259447	305	1.95512820512821	46	14	33	3.6364	8	0.6327	0.697	0.4637	0.1474	2.4067	0.0615	0.0313	3.3249	44	6	2.2608	0.3022	0.2545	2.7355	6	6	14
3a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG.xes	0.0478	0.885	0.4	0.5	17	2	IMd	2.59166666666667	0.987844328142836	0.754017305315204	0.068294889190412	0.993345070310136	0.096774193548387	0.764848484848485	0.012211668928087	0.013149	0.013009	0.012394	0.2802	-0.0102	20.8966	8	-0.0324	-0.3084	0.3581	-3.179	0.0466	14.5730438715513	0.520512	0.516405	0.513757	-1	-1	-0.9259	-0.3094	0.089505702908711	1298.76666666667	1.57764854345314	14	29	14	6.2857	23	0.479	0.7225	0.3358	0.0418	3.0836	0.0365	0.0159	4.3213	335	13	4.1515	0.2156	0.1718	3.6343	35	35	30
BPI_Challenge_2020_InternationalDeclarations.xes.gz	1	0.8424	0.4	0.5	1993	2	IMd	0.934782608695652	0.299143970394465	0.384615384615385	0.871921707101762	0.802171008497232	0.647058823529412	0.933673469387755	0.260311710450215	0.27585	0.267443	0.271682	-0.3759	-0.5	-4.6814	-23	0.0998	-0.1436	0.0555	-2.3968	0.6371	0	0	0	0	1.26269406864264	1	-1.5322	-1.4642	-0.321459295482788	2503.83333333333	0.921433080808081	2	12	13	2.1538	3	0.931	0.9847	0.3397	0.0769	1.0892	0.2646	0.0882	1.8352	1246	935	1.9751	0.0879	0.875	2.1912	6449	753	34
edited_hh110_labour.xes.gz	0.0761	0.9977	0.6	0.4	8	2	IMd	1.16949152542373	0.433425665429947	0.580357142857143	0.013148283418554	0.99812030075188	0.058823529411765	0.574561403508772	0.002921840759679	0.003068	0.003087	0.003043	0.3387	0.0418	8.0588	4	-0.0457	-0.1956	0.075	-1.7962	0.0025	6.28707085463841	0.436324	0.435091	0.434044	0.077295401787919	0.076493979896167	-0.4848	-0.3966	-0.217227696183001	94.3333333333334	0.201785714285714	27	16	21	4.0952	13	0.5926	0.8139	0.2881	0.0702	2.7744	0.1016	0.0302	3.875	100	16	2.875	0.3208	0.2078	2.8256	21	21	17
1a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG.xes	0.0496	0.9078	0.6	0.5	14	2	IMd	2.34375	0.848856209150327	0.750764525993884	0.025326797385621	0.938459243194186	0.212121212121212	0.772133526850508	0.066176470588235	0.068578	0.068715	0.066622	0.3119	-0.0355	18.2222	4	-0.0312	-0.2814	0.334	-3.0666	-0.1491	12.8962418300654	0.483185	0.473584	0.472732	-1	-1	-1.1423	-0.4817	0.043833426288985	1353.07619047619	1.25880483674032	27	27	22	5	19	0.5278	0.7207	0.2318	0.0395	3.2709	0.034	0.0134	4.3963	424	10	4.1784	0.205	0.1806	3.644	28	28	32
QUARTA_VARA_CRIMINAL_-_COMARCA_DE_VARZEA_GRANDE_-_SDCR_-_TJMT.xes	0.0276	0.9985	0.6	0.4	20	2	IMd	4.47619047619048	1.71850083828588	0.848783694937541	0.002892073090574	0.997153325053015	0.173913043478261	0.851395197923426	0.004469567503615	0.005141	0.004728	0.004499	0.2577	0	33.4667	-1	-0.0226	-0.6371		-4.0112	0.0018	16.2523991060865	0.4185	0.412979	0.409808	-1	-1	-1.699	-0.4736	0.15298762065377	2917.87142857143	1.24215489512307	40	39	28	5.6429	30	0.512	0.7413	0.4802	0.0255	2.7984	0.0239	0.0116	3.1285	1079	8.5	4.396	0.1462	0.2073	4.058	52	52	45
edited_hh104_weekends.xes.gz	0.0601	0.9999	0.6	0.6	10	2	IMd	0.742424242424242	0.273743016759776	0.450920245398773	0	1	0	0.450920245398773	0	0	0	0	0.2114	-0.0556	7.7368	3	-0.027	-0.1232		-3.3414	0	4.61169590643274	0.2652	0.264419	0.266285	0.060718954248366	0.060718954248366	-0.2972	-0.4048	-0.118607505889623	15.4857142857143	0.050606909430439	15	19	13	5.2308	14	0.5281	0.8149	0.1206	0.0522	3.0169	0.0454	0.0181	3.9058	208	39	3.8366	0.5	0.1176	3.1012	18	18	19
1a_VARA_CRIMINAL_DA_CAPITAL_-_TJAM.xes	0.048	0.998	0.5	0.5	64	2	IMd	2.76491228070175	1.02296778648103	0.769385699899295	0.004688672168042	0.980553142823119	0.205128205128205	0.787878787878788	0.024756189047262	0.027827	0.026068	0.024982	0.2958	0	24.5312	4	-0.0274	-0.421		-3.7864	-0.0613	11.4341710427607	0.37309	0.366827	0.366651	-1	-1	-1.2774	-0.5339	0.045730449937905	1472.50248917749	0.710444575283285	36	32	27	5.1111	27	0.5249	0.779	0.3	0.0316	2.9681	0.0199	0.0055	4.1241	1254	9.5	4.4075	0.1711	0.1771	4.0576	131	128	38
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB.xes	0.0936	0.9218	0.5	0.6	136	2	IMd	1.58232931726908	0.581491264153803	0.641666666666667	0.002392344497608	0.999564427654422	0.107142857142857	0.645214521452145	0.001104158998896	0.001191	0.001182	0.001119	0.2288	0	16.1071	2	-0.0317	-0.285	0.4096	-3.8647	-0.039	8.11685682738314	0.344159	0.341731	0.342269	0.078817030551276	0.079004511048245	-0.7834	-0.4044	-0.006434552861778	529.72987012987	0.369770406726929	12	25	18	4.5556	21	0.5046	0.7783	0.2692	0.046	3.2399	0.057	0.0233	3.7774	548	48	4.3158	0.3	0.1333	3.3593	229	227	28
VARA_DE_SUCESSOES_DE_CAMPINA_GRANDE_-_TJPB.xes	0.0811	0.8881	0.5	0.4	10	2	IMd	1.23958333333333	0.448828192179609	0.590659340659341	0.077023498694517	0.900664869359109	0.2	0.652284263959391	0.113577023498695	0.117148	0.117534	0.114055	0.2784	-0.045	11.52	2	-0.037	-0.1467	0.1961	-3.0119	-0.2073	6.12402088772846	0.308983	0.304577	0.306609	0.062904262964784	0.05693950177936	-0.7315	-0.4638	-0.037473847640973	716.309523809524	0.862164469143874	20	20	18	4.5556	17	0.5472	0.701	0.3733	0.026	2.9929	0.0473	0.0216	4.0958	141	10	4.0049	0.2489	0.1913	3.2739	25	25	25
BPI_Challenge_2020_PrepaidTravelCost.xes.gz	0.9859	0.8583	0.6	0.4	437	2	IMd	0.911458333333333	0.333070031559485	0.333333333333333	0.972007183997027	0.849575644079459	0.586206896551724	0.914634146341463	0.225490803245185	0.238816	0.232183	0.235502	-0.3414	-0.5	-4.3707	-11	0.0583	0.0556	0.4101	-2.7957	0.1974	0.024153093453892	0.002673	0.00268	0.00269	1.01167220556051	0.944877988356249	-0.6426	-1.2669	-0.163642328413868	1606.14632034632	1.06806271330081	1	12	11	2.3636	4	0.8571	0.9694	0.2778	0.1528	0.469	0.2349	0	1.1568	219	126	2.371	0.1111	1	2.0441	2099	202	29
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO.xes	0.045	0.9861	0.5	0.4	16	2	IMd	2.10299003322259	0.771869882268845	0.714625445897741	0.029350104821803	0.981569509679483	0.256410256410256	0.726327944572748	0.025157232704403	0.026483	0.025849	0.025396	0.4858	0	22.2821	4	-0.0367	-0.2942		-3.9633	0.0117	15.2229210342418	0.536847	0.527962	0.529253	0.046018601714466	0.045908649173955	-1.1165	-0.7829	-0.053767077015869	2774.07063492063	1.91136223943241	27	29	21	5.4286	23	0.5099	0.7651	0.2333	0.0267	3.2259	0.066	0.0242	4.2028	78	9.5	4.0747	0.1875	0.172	3.5402	43	41	39
BPI_Challenge_2014_Reference alignment.xes.gz	1	0.9818	0.9	0.9	34987	2	IMd	0.80952380952381	0.129397667442787	0.333333333333333	0.321526335661695	0.990791427295636	0.5	0.8	0.09040494619596	0.113892	0.106175	0.112327	-0.4653	-1	-1.5	-3	0.0834	0.25	0.3268	-1	-0.3333	0	0	0	0	1	1	-0.6247	-0.9837	0.036094108423434	23	0.7	5	3	7	2.2857	3	0.8824	0.9941	0.5	0	1.585	0	0	0	34987	6998	1.585	0.5	1	0.9973	43802	515	6
Hospital Billing - Event Log.xes.gz	1	0.771	0.6	0.5	20902	2	IMd	0.944099378881988	0.404809136334442	0	1.21442740900333	0.881604884632496	0.722222222222222	0.972027972027972	0.34316183732308	0.352876	0.362037	0.360287	-0.5693	-0.8333	-7.1444	-13	0.1212	0.1781	-0.1615	-2.7545	-1.1197	0	0	0	0	19.4135481542142	1	-1.0484	-1.693	0.035035069850895	652.5	1.60232843137255	0	5	6	1.6667	2	1	0.9964	0.3	0.2	1.9183	0	0	0	33673	33673	0.9183	0.1667	1.2	1.6461	100000	1020	18
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR.xes	0.0898	0.9997	0.5	0.5	253	2	IMd	2.5448275862069	0.994632878259187	0.754132231404959	0.000292077400511	0.999966391073469	0.043478260869565	0.753086419753086	0.000146038700256	0.000168	0.000157	0.000148	0.3724	0	16.6957	7	-0.0518	-0.3559		-3.654	-0.013	12.1944505293903	0.578418	0.562616	0.55646	0.092737267561471	0.092851497379834	-0.7981	-0.4837	-0.133903000293935	356.75	0.60748556998557	44	22	30	4.4	12	0.5714	0.8016	0.406	0.0476	2.8454	0.0361	0.0096	3.6247	1895	73	4.0958	0.2186	0.2178	3.4075	513	395	23
Road_Traffic_Fine_Management_Process.xes.gz	1	0.5105	0.5	0.6	46371	2	IMd	0.962962962962963	0.723452409910693	0	2.15607151544636	0.578320323519384	0.818181818181818	0.985714285714286	0.885789345657991	0.907882	0.973687	0.945139	-0.8213	-1	-5.8636	-9	-0.0313	-0.1396		-3.0958	-1.5503	0	0	0	0	2.67511139189998	1	-0.6336	-1.3445	0.074107666625443	115	1.27777777777778	0	2	3	1.3333	2	1	0.9969	0	0	1	0	0	0	46371	23185.5	0	0.5	2	1	150370	231	11
BPI_Challenge_2020_PermitLog.xes.gz	0.2304	0.7681	0.6	0.5	1675	2	IMd	1.00662251655629	0.222802013362276	0.556016597510373	0.463453896071231	0.802934814170209	0.549019607843137	0.784073506891271	0.259595553096232	0.273329	0.261883	0.270472	-0.1203	-0.4656	-0.3648	-13	-0.0027	0.1187	0.152	-2.0423	0.3494	3.3149680567433	0.170763	0.168609	0.168858	0.341138883956572	-1	-1.3158	-1.2463	-0.155652695786751	4179.98882557501	0.766769300069784	22	23	24	3.8333	8	0.6	0.9728	0.4545	0.0425	0.7417	0.1885	0.0167	3.001	2347	293	4.2202	0.0797	0.5455	3.1374	7065	1478	51
BPI_Challenge_2019_log_IEEE.xes.gz	1	0.7702	0.5	0.5	92467	2	IMd	0.983333333333333	0.297900072088077	0.333333333333333	0.907829925702413	0.868942002304812	0.857142857142857	0.981927710843374	0.404408903807429	0.419051	0.412529	0.418375	-0.1379	0	-10.3571	-26	0.0477	0.176	-0.0586	-3.7077	-1.0833	0	0	0	0	63.4276656702324	0.999921820793714	-1.967	-2.6475	-1.80541548664378	4259.49761904762	1.95518147502904	1	6	8	2	3	0.8824	0.9976	0.3571	0.0595	1.2988	0.2476	0	1.2988	27450	18572	2.4056	0.2143	0.6667	1.7613	251734	11973	42
SETIMA_VARA_CIVEL_-_COMARCA_DA_CAPITAL_-_SDCR_-_TJMT.xes	0.0201	0.9996	0.6	0.6	95	2	IMd	5.673828125	2.12766796776545	0.869906429218231	0.000781681074122	0.999334183732515	0.095238095238095	0.868270676691729	0.000643737355159	0.00073	0.00068	0.000646	0.1664	0	49.8626	9	-0.018	-0.3678		-3.589	0.0041	27.048970020232	0.495615	0.480743	0.476139	-1	-1	-1.7533	-0.3436	0.129176242639742	3343.60259450694	0.717762368726415	28	58	20	8.6	48	0.4454	0.7449	0.4767	0.0194	3.2451	0.0132	0.0054	3.4997	3657	25	5.0653	0.1379	0.1395	4.566	159	149	62
Sepsis Cases - Event Log.xes.gz	0.3733	0.8477	0.4	0.5	476	2	IMd	1.04580152671756	0.38436984557707	0.545833333333333	0.013979101948602	0.999904761904762	0	0.526970954356846	7.06015249929398E-05	7.1E-05	7.1E-05	7.3E-05	0.2249	0	7.8125	0	-0.0512	-0.3364	0.2318	-2.9905	0	3.68321095735668	0.257497	0.257731	0.261152	0.188280302642141	0.188242782567091	0.053	-0.2087	-0.117341092614702	33.3333333333333	0.158730158730159	18	16	20	3.8	7	0.551	0.9414	0.2405	0.0262	2.0218	0.0424	0.0264	3.75	1696	378	4	0.425	0.1569	2.9677	1050	846	16
4_a_VARA_CIVEL_DE_ARACAJU_-_TJSE.xes	0.0506	0.9213	0.6	0.6	273	2	IMd	5.57597173144876	2.08632905993777	0.86727625380992	0.000470145745181	0.94767458406047	0.144927536231884	0.87636761487965	0.045025496365412	0.050127	0.046596	0.045461	0.1764	-0.0161	51.7161	1	-0.0179	-0.4927		-3.8052	-0.0106	33.1889262594481	0.565499	0.552379	0.54719	-1	-1	-1.8916	-0.3855	0.003833607851498	2489.73203463204	0.231891886219698	39	61	31	6.5806	48	0.4729	0.7391	0.533	0.0136	3.2718	0.018	0.0028	4.4548	6213	12	4.7375	0.1169	0.1475	4.5251	456	456	67
BPI_Challenge_2013_open_problems.xes.gz	0.9997	0.7245	0.6	0.4	228	2	IMd	0.555555555555556	0.244560487380331	0	0.733681462140992	0.894759859226732	0.333333333333333	0.666666666666667	0.385117493472585	0.560705	0.385117	0.54814	0	0	-1	-1	-0.3333	-1	-0.0366	-0.585	-0.585	0	0	0	0	0.998722534491569	0.999675745784695	0.0302	0.0294	0	2	1	2	2	4	2	3	1	0.9665	0	0	1	0	0	0	178	89	0	0.5	2	1	819	108	3
BPI_Challenge_2013_incidents.xes.gz	0.9804	0.8305	0.4	0.6	2578	2	IMd	0.466666666666667	0.051926847076815	0	0.155780541230446	0.90108078429807	0.25	0.545454545454545	0.187309198157954	0.27422	0.203603	0.235246	-0.3125	-0.5	-1.0833	-2	-0.1667	-0.3333	0.0209	-0.5817	-0.415	0	0	0	0	0.987017631701298	0.982512144344205	-0.4333	-0.5842	0.012491473089443	9	1.5	6	3	7	2.5714	3	0.8	0.991	0.5	0	1.585	0	0	0	2684	1158	1.585	0.8333	0.6	0.9706	7554	1511	4
BPI Challenge 2017.xes.gz	0.1492	0.9736	0.6	0.6	18593	2	IMd	2.06372549019608	0.721184222958009	0.727443609022556	0.01748525314369	0.999953661590565	0.038461538461539	0.680297397769517	5.63737339398919E-05	5.8E-05	5.9E-05	5.8E-05	0.4088	-0.073	14.4338	9	-0.0371	-0.1508	-0.1014	-3.1036	0	11.8391520707097	0.557666	0.552029	0.550611	0.097665680909877	0.096539445532706	-0.8304	-0.3663	-0.152344664778007	873.5	1.35213768115942	27	25	24	4.4167	12	0.5588	0.9686	0.5089	0.0383	0	0.0323	0.0033	4.5466	118489	16287	4.4697	0.2631	0.152	3.2287	31509	15930	26
BPI_Challenge_2020_DomesticDeclarations.xes.gz	1	0.8592	0.5	0.6	2473	2	IMd	0.946428571428571	0.405326767670848	0.8	1.11341620044844	0.85487802861142	0.647058823529412	0.871794871794872	0.262359318196661	0.296664	0.276378	0.289619	-0.3476	-1	-1.4608	-9	0.075	-0.4667	0.1799	-1.4177	0.3272	0	0	0	0	1	1	-1.1346	-1.1294	0.222543818629671	420	0.833333333333333	0	6	7	1.7143	2	1	0.9885	0.3333	0.25	0.7219	0	0	0	4618	4618	0.971	0.2	1.25	1.3486	10500	99	17
5a_VARA_CIVEL_-_TJMT.xes	0.0479	0.9916	0.4	0.4	11	2	IMd	2.81447963800905	1.05711799792792	0.78335535006605	0.026192703461179	0.992916673711436	0.2	0.778497409326425	0.016838166510758	0.018043	0.017463	0.01707	0.4529	0	21.7214	9	-0.0384	-0.3404		-3.4932	-0.1338	14.4200187090739	0.548395	0.535449	0.533964	0.047354147833948	0.048097772521191	-1.0808	-0.6173	0.167248888755346	2220.13452380952	1.94051428781821	19	28	15	6.2667	22	0.4921	0.6664	0.3654	0.0423	2.8839	0.1216	0.046	4.2937	86	6	3.8635	0.18	0.2315	3.3703	29	29	35
VARA_DE_SUCESSOES_E_REGISTROS_PUBLICOS_DA_COMARCA_DE_JABOATAO_DOS_GUARARAPES_-_TJPE.xes	0.0517	0.9978	0.6	0.5	14	2	IMd	2.95	1.17384567141375	0.791748526522593	0.003993154592128	0.98935859866311	0.148148148148148	0.801923076923077	0.004848830576155	0.00543	0.005041	0.004912	0.5154	0.2	16.8237	7	-0.0461	-0.6339	0.1694	-1.3475	-0.2229	12.469195664575	0.608116	0.5911	0.588509	-1	-1	-1.1627	-0.4979	-0.131805091578389	707.090909090909	0.988717211642113	53	24	38	4.0526	14	0.5959	0.7119	0.6012	0.0573	3.0838	0.0317	0.0098	3.2935	454	15.5	4.0958	0.1905	0.25	3.4752	28	28	26
