EVENT_LOG	DISCOVERY_ALG	PRECISION	FITNESS	ALIGNMENTS_MARKOV	ABS_EDGES_ONLY_IN_LOG	ABS_EDGES_ONLY_IN_LOG_W	ABS_EDGES_ONLY_IN_LOG_BTW	ABS_EDGES_ONLY_IN_LOG_BTW_NORM	ABS_EDGES_ONLY_IN_LOG_CC	ABS_EDGES_ONLY_IN_MODEL	ABS_EDGES_ONLY_IN_MODEL_W	ABS_MAX_DEGREE	ABS_MAX_DEGREE_DIV	ABS_MAX_CLUSTER	ABS_MAX_CLUSTER_DIV	ABS_DEGREE_ENTROPY	ABS_DEGREE_ENTROPY_DIV	ABS_LINK_DENSITY_DIV	ABS_LOG_MAX_DEGREE	ABS_LOG_DEGREE_ENTROPY	ABS_LOG_LINK_DENSITY	ABS_MODEL_MAX_DEGREE	ABS_MODEL_DEGREE_ENTROPY	ABS_MODEL_LINK_DENSITY	ABS_MEAN_DEGREE	ABS_MEAN_DEGREE_DIV	ABS_NODE_LINK_RATIO	ABS_NODE_LINK_RATIO_DIV	ABS_LINK_DENSITY	ABS_MEAN_CLUST	ABS_MEAN_CLUST_DIV	ABS_MAX_BTW	ABS_MAX_BTW_DIV	ABS_MEAN_BTW	ABS_MEAN_BTW_DIV	ABS_BTW_ENTROPY	ABS_BTW_ENTROPY_DIV	ABS_BTW_ENTROPY_NORM	ABS_BTW_ENTROPY_NORM_DIV	ABS_DFT_ENTROPY	ABS_DFT_ENTROPY_DIV	ABS_CC_ENTROPY	ABS_CC_ENTROPY_DIV	ABS_CC_ENTROPY_NORM	ABS_DEGREE_ASSORT	ABS_DEGREE_ASSORT_DIV	LOG_EVENTS	LOG_EVENTS_TYPES	LOG_SEQS	LOG_UNIQUE_SEQS	LOG_PERC_UNIQUE_SEQS	LOG_AVG_SEQS_LENGTH	LOG_AVG_EDIT_DIST	variant_entropy	variant_entropy_norm	sequence_entropy	sequence_entropy_norm	PN_SILENT_TRANS	PN_PERC_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	PN_IN_ARCS_MEAN	PN_OUT_ARCS_MEAN	PN_IN_ARCS_TRAN_MEAN	PN_OUT_ARCS_TRAN_MEAN	PN_IN_ARCS_INV_TRAN_MEAN	PN_OUT_ARCS_INV_TRAN_MEAN	PN_IN_ARCS_MAX	PN_OUT_ARCS_MAX	PN_IN_ARCS_TRAN_MAX	PN_OUT_ARCS_TRAN_MAX	PN_IN_ARCS_INV_TRAN_MAX	PN_OUT_ARCS_INV_TRAN_MAX	TIME_MARKOV	FOOTPRINT_COST_FIT_W	FOOTPRINT_COST_FIT	FOOTPRINT_COST_PRE_W	FOOTPRINT_COST_PRE	ABS_EDGES_ONLY_IN_MODEL_W_2	DIST_NODES_PERCENT	DIST_EDGES_PERCENT	ALIGNMENTS_MARKOV_2_K1	ALIGNMENTS_MARKOV_1_K1	ALIGNMENTS_MARKOV_3_K1	FITNESS_50_FREQ	FITNESS_50_RAND	FITNESS_25_FREQ	FITNESS_25_RAND	PRECISION_50_FREQ	PRECISION_50_RAND	PRECISION_25_FREQ	PRECISION_25_RAND	ABS_LOG_NODE_LINK_RATIO	ABS_LOG_MAX_CLUST_COEF	ABS_LOG_MEAN_CLUST_COEF	ABS_LOG_MAX_BTW	ABS_LOG_MEAN_BTW	ABS_LOG_BTW_ENTROPY	ABS_LOG_BTW_ENTROPY_NORM	ABS_LOG_DFT_ENTROPY	ABS_LOG_CC_ENTROPY	ABS_LOG_CC_ENTROPY_NORM	ABS_LOG_DEGREE_ASSORT	TIME_ALIGN	ALIGNMENTS_MARKOV_4_K1
BPI_Challenge_2020_PermitLog	ETM	0.8139	0.7391	0.7502	0.9944	0.6909	5.2202	0.002	0.0024	0.9216	0.8099	-25	0.2647	0.0	1.0	15.368	15.368	0.8754	34	-41.7744	0.2142	9	-26.4064	0.1875	-7.9231	0.2746	0.2418	3.6426	-0.0267	-0.1604	0.7325	0.3475	2.9577	0.1182	6.6827	12.8548	0.613	100.8128	0.613	-1.5935	0.6136	0	-1	0	0.2622	-0.4805	86581	51	7065	1478	20.92	12.2549	8.4139	95852.5071	0.7278	216169.4	0.8169	28	0.56	22	44	3.4091	11	1.7045	1.7045	1.0	1.0	1.8929	1.8929	6	5	1	1	3	3	0.1064	0.6654	0.0814	0.9499	0.9245	0.9486	0.6731	0.9178	0.7003	0.7502	0.6817	0.7555	0.6876	0.7683	0.6914	0.8106	0.8851	0.8082	0.8303	0.0915	1.0	0.5996	0.1775	0.0208	-33.2193	-123.9322	-16239419.9406	0	0	-0.1771	11.6	0.7003
BPI_Challenge_2019_log_IEEE	IMd	-1.0	-1.0	0.9669	0.9999	0.9418	42.5833	0.0236	0.0	0.494	-9.1454	0	1.0	0.0	1.0	-111.851	-111.851	3.4726	29	-22.7549	0.2979	29	-134.6059	1.0345	16.4539	2.3151	-0.0454	0.4318	0.7366	0.3728	1.5944	-0.1189	0.0	-0.0259	0.0	-126.1265	9.5481	-64.8681	9.5481	-0.7056	0.825	0	-1	0	0.1537	0.1833	1595923	42	251734	11973	4.7562	6.3397	5.1255	1682613.1757	0.6426	3722494.2533	0.8644	35	0.5556	28	27	4.7407	19	2.3704	2.3704	1.0	1.0	1.0286	1.0286	17	17	1	1	2	2	37.5908	0.9558	0.7671	0.669	0.4872	0.6683	0.3256	0.5691												0.0799	1.0	0.6272	0.1189	0.0259	-14.7549	-76.0133	-477683762.6292	0	0	-0.1882	162.82	0.9592
BPI_Challenge_2019_log_IEEE	ETM	0.9831	0.8121	0.8139	0.9997	0.6204	0.0	0.0	0.0035	1.0	1.0	-25	0.1379	-0.4	0.6	14.7549	14.7549	0.8993	29	-22.7549	0.2979	4	-8.0	0.2679	-10.6366	0.1499	0.4534	6.6746	-0.03	-0.3387	0.46	0.3573	4.005	0.2181	9.4208	8.7549	0.4066	70.0133	0.4066	-2.1167	0.475	0	-1	0	0.113	0.3996	1595923	42	251734	11973	4.7562	6.3397	5.1255	1682613.1757	0.6426	3722494.2533	0.8644	2	0.2222	7	10	2.0	3	1.0	1.0	1.0	1.0	1.5	1.5	2	2	1	1	2	2	0.0051	0.5631	0.0241	1.0	1.0	1.0	0.814	0.9721	0.8123	0.8139	0.8123	0.8192	0.6264	0.8327	0.7884	0.9828	0.9723	0.9828	0.9821	0.0799	1.0	0.6272	0.1189	0.0259	-14.7549	-76.0133	-477683762.6292	0	0	-0.1882	16.76	0.8123
SETIMA_VARA_CIVEL_-_COMARCA_DA_CAPITAL_-_SDCR_-_TJMT	IMf	0.4068	0.7852	0.7801	0.9824	0.7686	85.0865	0.0218	0.0017	0.8229	0.7428	-41	0.18	0.0	1.0	92.155	92.155	3.8219	50	-108.9099	0.1196	9	-16.7549	0.4571	-1.0127	0.8634	0.0213	1.1579	0.3375	-0.1848	0.7738	0.1036	1.2842	0.0784	5.3799	54.6033	0.301	174.0293	0.301	-2.1568	0.5517	0	-1	0	0.2399	0.4885	21907	62	159	149	93.7107	137.7799	145.9379	98582.1254	0.479	213971.5263	0.9876	20	0.5882	14	23	3.3043	6	1.6522	1.6522	1.0	1.0	1.2	1.2	5	5	1	1	5	5	35.6494	0.7698	0.1556	0.9608	0.8333	0.9521	0.7619	0.8368				0.798	0.811	0.7777	0.8028	0.3263	0.3754	0.2813	0.3022	0.1349	1.0	0.8169	0.3645	0.0179	-78.1131	-201.1487	-4080233.6267	0	0	-0.469	27.46	0.786
SETIMA_VARA_CIVEL_-_COMARCA_DA_CAPITAL_-_SDCR_-_TJMT	IMd	0.0701	0.9073	0.9953	0.9971	0.9903	85.0865	0.0218	0.0017	0.191	-17.8221	-4	0.92	0.0	1.0	-138.2235	-138.2235	8.5426	50	-108.9099	0.1196	46	-247.1334	1.0217	38.5656	6.2026	-0.1132	0.1609	0.9021	0.1831	1.2241	-0.3645	0.0	-0.0179	0.0	-175.9707	3.2528	-52.9351	3.2528	-0.7124	0.8519	0	-1	0	0.4473	0.0463	21907	62	159	149	93.7107	137.7799	145.9379	98582.1254	0.479	213971.5263	0.9876	28	0.3836	45	21	7.0476	20	3.5238	3.5238	1.0	1.0	1.0357	1.0357	17	17	1	1	2	2	4798.1398	0.9902	0.86	0.6087	0.1911	0.6151	0.2698	0.8145				0.9039	0.9355	0.8916	0.94	0.0622	0.0558	0.0517	0.0424	0.1349	1.0	0.8169	0.3645	0.0179	-78.1131	-201.1487	-4080233.6267	0	0	-0.469	43.43	0.9073
Sepsis Cases - Event Log	IMf	0.6937	0.7929	0.7818	0.995	0.7614	0.0	0.0	0.0296	0.7571	0.4107	-8	0.5294	-0.2021	0.7877	-10.7549	-10.7549	0.6716	17	-8.7549	0.4963	9	-19.5098	0.3333	-3.2745	0.5877	0.0884	1.7021	-0.163	-0.2182	0.7017	0.2872	2.5973	0.094	3.2816	-26.3645	6.5447	-19.1194	6.5447	-0.2758	0.9055	0	-1	0	0.2984	0.0223	15214	16	1050	846	80.5714	14.4895	11.8652	40115.9206	0.687	101159.0168	0.7705	16	0.5333	14	22	3.0	5	1.5	1.5	1.0	1.0714	1.1875	1.125	3	3	1	2	3	3	0.0584	0.7922	0.4087	0.8272	0.7344	0.8453	0.1176	0.6513	0.7929	0.7818	0.7398	0.7893	0.8073	0.7855	0.7996	0.6022	0.6883	0.588	0.6355	0.1259	0.9521	0.7316	0.1798	0.0412	-4.7549	-12.0	-1394247.6423	0	0	-0.3052	3.07	0.7929
Sepsis Cases - Event Log	IMd	0.374	0.7738	0.9999	0.9999	0.9999	50.0	0.1838	0.0097	0.4926	-3.4868	0	1.0	0.0479	1.0503	-49.8485	-49.8485	2.0149	17	-8.7549	0.4963	17	-58.6034	1.0	8.0588	2.0148	-0.0634	0.4964	0.5037	0.2373	1.3244	-0.1173	0.3476	-0.0375	0.0898	-59.2451	13.4598	-52.0	13.4598	-0.2119	0.9274	0	-1	0	0.2501	0.1805	15214	16	1050	846	80.5714	14.4895	11.8652	40115.9206	0.687	101159.0168	0.7705	16	0.5	16	18	3.8889	7	1.9444	1.9444	1.0	1.0	1.1875	1.1875	5	5	1	1	3	3	47.0011	0.9999	0.9913	0.6898	0.475	0.7033	0.0	0.5092				0.7687	0.7639	0.7692	0.7831	0.3195	0.3628	0.2863	0.3644	0.1259	0.9521	0.7316	0.1798	0.0412	-4.7549	-12.0	-1394247.6423	0	0	-0.3052	10.25	0.7738
Sepsis Cases - Event Log	ETM	0.8582	0.7541	0.8294	0.9943	0.8432	0.5	0.0018	0.0125	0.9348	0.7351	-8	0.5294	-0.0771	0.919	-2.8547	-2.8547	0.7022	17	-8.7549	0.4963	9	-11.6096	0.3485	-4.1079	0.4827	0.135	2.0723	-0.1478	-0.1469	0.7992	0.2666	2.4828	0.058	2.4078	2.7549	0.4206	0.4902	0.4206	-0.4181	0.8567	0	-1	0	0.3508	-0.1494	15214	16	1050	846	80.5714	14.4895	11.8652	40115.9206	0.687	101159.0168	0.7705	62	0.7209	24	77	3.7143	11	1.8571	1.8571	1.0	1.0	1.9194	1.9194	6	5	1	1	3	3	0.2219	0.8487	0.3391	0.968	0.9423	0.9599	0.2941	0.6884	0.7409	0.8294	0.6571	0.7516	0.7593	0.707	0.7916	0.8244	0.8618	0.7124	0.8525	0.1259	0.9521	0.7316	0.1798	0.0412	-4.7549	-12.0	-1394247.6423	0	0	-0.3052	7.61	0.734
4_a_VARA_CIVEL_DE_ARACAJU_-_TJSE	IMd	0.0415	0.9368	0.9983	0.9988	0.9977	13.3333	0.0029	0.0017	0.1955	-21.2941	-12	0.8	0.0	1.0	-94.5681	-94.5681	9.0187	60	-118.7349	0.1124	48	-213.303	1.0137	40.1164	6.328	-0.1118	0.1581	0.9013	0.194	1.2424	-0.4973	0.0004	-0.0179	0.0056	-147.3966	2.9242	-44.2053	2.9242	-0.8153	0.8279	0	-1	0	0.4759	0.0411	55758	67	456	456	100.0	122.2763	127.3023	309909.644	0.5392	598222.8233	0.9816	25	0.3472	47	21	6.9524	34	3.4762	3.4762	1.0	1.0	1.04	1.04	32	32	1	1	2	2	14.3657	0.9976	0.8697	0.5652	0.1978	0.5609	0.2941	0.8099				0.9523	0.9442	0.965	0.9396	0.0333	0.0373	0.0286	0.0331	0.1328	1.0	0.8003	0.4975	0.018	-76.6034	-223.8729	-10712488.9812	0	0	-0.4963	113.2	0.9368
BPI_Challenge_2013_open_problems	IMf	0.9502	0.9783	0.9783	0.9994	0.9811	1.0	0.0833	0.1706	1.0	1.0	0	1.0	0.0	1.0	2.0	2.0	0.8333	4	-2.0	1.0	4	0.0	0.8333	-0.5	0.8333	0.0667	1.2001	-0.1667	-0.05	0.94	0.5	3.9994	0.0834	2.0012	-2.7549	2.3775	-2.7549	2.3775	-0.107	0.9272	0	-1	0	0.0	1.0	2351	3	819	108	13.1868	2.8706	2.2846	891.6574	0.6812	3082.3382	0.6986	7	0.7	3	7	2.8571	5	1.4286	1.4286	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0034	1.0	1.0	1.0	1.0	1.0	0.0	0.1667	0.9783	0.9783	0.9783	0.9798	0.9687	0.9848	0.9772	0.9631	0.8771	0.9733	0.9412	0.3333	1.0	0.8333	0.1667	0.0833	-2.0	-2.0	-126610.3615	0	0	-0.1228	0.2	0.9783
BPI_Challenge_2013_open_problems	IMd	0.9066	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.8	0.635	0	1.0	0.0	1.0	-2.7549	-2.7549	1.25	4	-2.0	1.0	4	-4.7549	1.25	0.75	1.25	-0.0666	0.8002	0.25	0.1667	1.2	-0.1667	0.0	-0.0833	0.0	-6.0	4.0	-6.0	4.0	-0.0148	0.9899	0	-1	0	-0.1272	2.0358	2351	3	819	108	13.1868	2.8706	2.2846	891.6574	0.6812	3082.3382	0.6986	11	0.7857	3	9	3.1111	5	1.5556	1.5556	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0087	1.0	1.0	0.836	0.6667	0.9016	0.0	0.2	0.6676	1.0	1.0	0.9996	0.9996	0.9996	0.9996	0.7996	0.8816	0.8046	0.7733	0.3333	1.0	0.8333	0.1667	0.0833	-2.0	-2.0	-126610.3615	0	0	-0.1228	0.17	1.0
BPI_Challenge_2013_open_problems	ETM	-1.0	-1.0	0.0	0.9962	0.0	0.0	0.0	0.1706	0.0	-0.2918	2	1.5	0.0	1.0	-4.7549	-4.7549	1.1333	4	-2.0	1.0	6	-6.7549	1.1333	2.6667	1.8889	-0.1568	0.5296	0.1333	0.1334	1.1601	-0.1542	0.075	-0.075	0.0996	-8.0	5.0	-8.0	5.0	0.0983	1.0669	0	-1	0	-0.0439	1.3575	2351	3	819	108	13.1868	2.8706	2.2846	891.6574	0.6812	3082.3382	0.6986	31	0.7381	11	31	4.2581	11	2.129	2.129	1.0	1.0	1.7742	1.7742	6	5	1	1	3	3	1.9264	0.0	0.0						-0.4946	-0.4946	-0.4946	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.3333	1.0	0.8333	0.1667	0.0833	-2.0	-2.0	-126610.3615	0	0	-0.1228	0.25	-0.4946
BPI_Challenge_2013_incidents	IMf	0.9236	0.7246	0.7644	0.9999	0.7855	0.0	0.0	0.0294	0.9167	0.8421	-2	0.6	0.0	1.0	-2.0	-2.0	1.25	5	-2.0	0.8	3	-4.0	1.0	-0.2	0.9375	0.0208	1.0666	0.2	-0.0319	0.9622	0.0416	1.1426	0.0083	1.0711	2.7549	0.4206	2.7549	0.4206	-0.0104	0.9931	0	-1	0	0.1574	0.6136	65533	4	7554	1511	20.0026	8.6753	7.12	88097.2829	0.7131	227641.4707	0.7637	9	0.75	3	10	2.6	3	1.3	1.3	1.0	1.0	1.1111	1.1111	2	2	1	1	2	2	0.0058	0.8597	0.6364	1.0	1.0	0.9579	0.2	0.3529	0.7251	0.7644	0.6713	0.7607	0.7629	0.739	0.8448	0.9437	0.9237	0.874	0.8581	0.3125	1.0	0.8444	0.2917	0.1167	-4.7549	-4.7549	-2891931.5595	0	0	-0.4074	1.2	0.7251
BPI_Challenge_2013_incidents	IMd	0.6257	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.6667	0.0316	0	1.0	0.0	1.0	-6.0	-6.0	1.5	5	-2.0	0.8	5	-8.0	1.2	1.6	1.5	-0.1042	0.6666	0.4	0.1556	1.1843	-0.2917	0.0	-0.1167	0.0	-6.8547	2.4416	-6.8547	2.4416	-0.1723	0.8849	0	-1	0	0.2074	0.4909	65533	4	7554	1511	20.0026	8.6753	7.12	88097.2829	0.7131	227641.4707	0.7637	17	0.8095	4	14	3.1429	5	1.5714	1.5714	1.0	1.0	1.0588	1.0588	2	3	1	1	2	2	0.2411	1.0	1.0	0.8529	0.6875	0.8726	0.0	0.3333	0.9999	1.0	1.0	0.9997	0.9998	0.9997	0.9997	0.6449	0.6005	0.6238	0.5321	0.3125	1.0	0.8444	0.2917	0.1167	-4.7549	-4.7549	-2891931.5595	0	0	-0.4074	1.07	1.0
BPI_Challenge_2013_incidents	ETM	-1.0	-1.0	0.0	0.9998	0.0	0.0	0.0	0.0387	0.0	0.6899	1	1.2	-0.5556	0.4444	-10.0	-10.0	0.3889	5	-2.0	0.8	6	-12.0	0.3111	-0.4	0.875	0.0446	1.1427	-0.4889	-0.5903	0.3009	0.1389	1.4762	0.0514	1.4404	-6.0	2.2619	-6.0	2.2619	0.6165	1.4119	0	-1	0	0.3684	0.0957	65533	4	7554	1511	20.0026	8.6753	7.12	88097.2829	0.7131	227641.4707	0.7637	14	0.5833	10	17	3.7647	11	1.8824	1.8824	1.0	1.0	1.5714	1.5714	6	5	1	1	3	3	0.0149	0.0	0.0						0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.3125	1.0	0.8444	0.2917	0.1167	-4.7549	-4.7549	-2891931.5595	0	0	-0.4074	1.83	0.0
BPI Challenge 2017	IMf	0.3765	-1.0	0.863	0.9999	0.8406	0.0	0.0	0.0007	0.5051	-0.18	-6	0.6	0.22	1.3143	-14.8547	-14.8547	0.8662	15	-15.5098	0.2721	9	-30.3645	0.2357	-2.3598	0.6664	0.0707	1.5	-0.0364	0.0433	1.0901	0.2965	2.3855	0.0715	2.5543	-6.1648	1.1981	-6.1997	1.1981	-0.4431	0.8622	0	-1	0	-0.1528	-116.5385	1202267	26	31509	15930	50.557	38.1563	26.109	2579082.6938	0.735	7709263.7909	0.7375	34	0.6296	20	38	3.0526	6	1.5263	1.5263	1.0	1.0	1.1176	1.1176	4	4	1	1	3	3	0.2405	0.8441	0.2584	0.7101	0.4946	0.714	0.2222	0.7917				-1.0	-1.0	0.8617	0.832	0.3625	0.3726	0.3618	0.3715	0.1414	0.7	0.4808	0.214	0.046	-31.1194	-39.0196	-97570325.1979	0	0	0.0013	460.02	0.8493
BPI Challenge 2017	IMd	0.0998	-1.0	0.8612	1.0	0.8602	0.0	0.0	0.004	0.3476	-9.2297	11	1.7333	0.1454	1.2077	-49.7932	-49.7932	2.4395	15	-15.5098	0.2721	26	-65.303	0.6638	10.1852	2.4398	-0.0835	0.4095	0.3917	0.2471	1.5139	0.0891	1.4164	-0.0292	0.3652	-80.9197	3.6003	-73.0195	3.6003	-0.2919	0.9092	0	-1	0	-0.169	-129.0	1202267	26	31509	15930	50.557	38.1563	26.109	2579082.6938	0.735	7709263.7909	0.7375	31	0.5439	26	24	4.75	13	2.375	2.375	1.0	1.0	1.0	1.0	11	11	1	1	1	1	2.0276	0.8527	0.8371	0.4839	0.3326	0.5004	0.0	0.6727				-1.0	-1.0	0.8587	0.8598	0.0954	0.0988	0.0954	0.0961	0.1414	0.7	0.4808	0.214	0.046	-31.1194	-39.0196	-97570325.1979	0	0	0.0013	583.01	0.8612
BPI Challenge 2017	ETM	0.9033	-1.0	0.8318	0.9999	0.8286	0.0	0.0	0.0007	0.9231	0.8172	-9	0.4	0.1	1.1429	-26.0	-26.0	0.419	15	-15.5098	0.2721	6	-41.5098	0.114	-5.0215	0.2902	0.3458	3.4455	-0.1581	-0.3211	0.3322	0.42	2.9626	0.1626	4.5348	11.1194	0.6427	16.2647	0.6427	-0.51	0.8414	0	-1	0	0.0282	22.6923	1202267	26	31509	15930	50.557	38.1563	26.109	2579082.6938	0.735	7709263.7909	0.7375	27	0.4821	29	51	2.6275	11	1.3137	1.3137	1.0	1.0	1.4074	1.4074	6	5	1	1	3	3	0.3262	0.8343	0.1854	0.9365	0.925	0.9346	0.2963	0.8144	0.8289	0.8318	0.7722	-1.0	-1.0	-1.0	-1.0	0.8988	0.9006	0.8927	0.8963	0.1414	0.7	0.4808	0.214	0.046	-31.1194	-39.0196	-97570325.1979	0	0	0.0013	225.95	0.8289
BPI_Challenge_2020_DomesticDeclarations	IMf	0.6512	0.935	0.935	0.9997	0.9363	0.0	0.0	0.007	0.5	-0.3875	-1	0.9	0.0	1.0	7.6096	7.6096	2.4661	10	-25.1194	0.1536	9	-17.5098	0.3788	1.5556	1.5958	-0.143	0.6266	0.2252	0.156	1.4863	-0.2695	0.6278	0.0233	1.2716	-10.0	1.7143	-5.6355	1.7143	-0.6969	0.7655	0	-1	0	0.2081	0.4832	56437	17	10500	99	0.9429	5.375	1.6683	1595.6229	0.6736	4527.6325	0.7648	12	0.5217	11	13	3.5385	5	1.7692	1.7692	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0137	0.9079	0.4872	0.4881	0.4872	0.4769	0.3333	0.6528	0.935	0.935	0.935	0.9384	0.9476	0.9403	0.9356	0.6329	0.5539	0.597	0.43	0.383	1.0	0.3208	0.724	0.0858	-14.0	-20.3645	-8257069.518	0	0	-0.4027	1.14	0.935
BPI_Challenge_2020_DomesticDeclarations	IMd	0.3376	0.9842	0.9867	0.9997	0.9742	0.0	0.0	0.007	0.3061	-3.3235	1	1.1	-0.1512	0.8488	0.713	0.713	4.8333	10	-25.1194	0.1536	11	-24.4064	0.7424	5.5556	3.1277	-0.2606	0.3196	0.5888	0.4865	2.5165	-0.3513	0.5148	-0.0547	0.3625	-24.0537	2.7181	-17.6892	2.7181	-0.7155	0.7592	0	-1	0	0.5201	-0.2915	56437	17	10500	99	0.9429	5.375	1.6683	1595.6229	0.6736	4527.6325	0.7648	18	0.6207	11	15	3.8667	6	1.9333	1.9333	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.122	0.963	0.5897	0.3773	0.3026	0.3406	0.3333	0.7391	0.9842	0.9842	0.9842	0.984	0.9778	0.9851	0.9929	0.3302	0.3315	0.3141	0.2319	0.383	1.0	0.3208	0.724	0.0858	-14.0	-20.3645	-8257069.518	0	0	-0.4027	0.37	0.9842
BPI_Challenge_2020_DomesticDeclarations	ETM	0.7056	0.9594	0.9606	0.9996	0.9699	0.0	0.0	0.007	0.5556	0.1448	-1	0.9	0.0	1.0	16.3645	16.3645	2.1309	10	-25.1194	0.1536	9	-8.7549	0.3273	0.6616	1.2534	-0.0774	0.7979	0.1737	0.2577	1.8033	-0.2629	0.6369	0.0304	1.3543	1.2451	0.9111	7.6096	0.9111	-0.9961	0.6648	0	-1	0	0.0906	0.775	56437	17	10500	99	0.9429	5.375	1.6683	1595.6229	0.6736	4527.6325	0.7648	27	0.6923	12	32	3.9375	11	1.9688	1.9688	1.0	1.0	1.8889	1.8889	6	5	1	1	3	3	0.0695	0.969	0.4615	0.6601	0.5405	0.7031	0.3889	0.6825	0.9594	0.9606	0.8362	0.9678	0.7785	0.9703	0.9088	0.7042	0.5701	0.6969	0.5404	0.383	1.0	0.3208	0.724	0.0858	-14.0	-20.3645	-8257069.518	0	0	-0.4027	0.51	0.9594
5a_VARA_CIVEL_-_TJMT	IMf	0.1946	0.6088	0.6738	0.8678	0.3798	43.2667	0.0343	0.013	0.5732	-0.3434	-9	0.55	0.0	1.0	48.8289	48.8289	3.9923	20	-57.5838	0.1556	11	-8.7549	0.6212	1.3889	1.2551	-0.0374	0.7964	0.4656	0.253	1.4804	-0.2462	0.2962	0.0084	1.2176	19.7744	0.3523	52.9085	0.3523	-1.565	0.6027	0	-1	0	0.0986	0.7283	1098	35	29	29	100.0	37.8621	41.3153	3161.2976	0.4424	7526.8751	0.9791	14	0.56	11	22	2.6364	4	1.3182	1.3182	1.3636	1.0	1.0	1.2857	2	2	5	1	1	4	1019.3096	0.3873	0.2419	0.7754	0.6	0.7544	0.6667	0.7965				0.3905	0.4685	0.4203	0.3487	0.0	0.16	0.0	0.1848	0.1837	1.0	0.5266	0.3498	0.0386	-30.5293	-69.1732	-90147.6301	0	0	-0.3629	16.77	0.6088
5a_VARA_CIVEL_-_TJMT	IMd	0.1508	0.5364	0.6379	0.8669	0.3886	43.2667	0.0343	0.013	0.5974	-0.2777	-12	0.4	-0.3	0.7	41.2193	41.2193	3.7487	20	-57.5838	0.1556	8	-16.3645	0.5833	0.9723	1.1786	-0.0279	0.8481	0.4277	0.127	1.2412	0.0047	1.0134	0.019	1.4922	8.2646	0.7293	46.9085	0.7293	-1.7533	0.5549	0	-1	0	0.3333	0.0816	1098	35	29	29	100.0	37.8621	41.3153	3161.2976	0.4424	7526.8751	0.9791	23	0.6765	11	21	3.3333	6	1.6667	1.6667	1.0	1.0	1.0435	1.0435	3	4	1	1	2	2	0.5874	0.3966	0.2366	0.7624	0.6471	0.7306	0.6667	0.7974	0.5383	0.6379	0.5317	0.3576	0.507	0.383	0.3597	0.0	0.1404	0.0	0.1405	0.1837	1.0	0.5266	0.3498	0.0386	-30.5293	-69.1732	-90147.6301	0	0	-0.3629	0.48	0.5383
5a_VARA_CIVEL_-_TJMT	ETM	0.963	0.4605	0.6281	0.8571	0.6007	43.2667	0.0343	0.013	0.9211	0.6034	-14	0.3	0.0	1.0	24.3645	24.3645	0.8978	20	-57.5838	0.1556	6	-33.2193	0.1397	-3.2091	0.4106	0.2637	2.4355	-0.0159	-0.2778	0.4725	0.0946	1.2704	0.0996	3.5803	12.5293	0.5896	49.1732	0.5896	-1.0672	0.7291	0	-1	0	0.2307	0.3643	1098	35	29	29	100.0	37.8621	41.3153	3161.2976	0.4424	7526.8751	0.9791	15	0.2	60	66	2.5152	11	1.2576	1.2576	1.0	1.0	1.5333	1.5333	6	5	1	1	3	3	0.2406	0.6024	0.1774	0.9416	0.9211	0.9379	0.5278	0.8241	0.4301	0.6281	0.4255	0.5026	0.5398	0.4529	0.5657	0.9286	0.9259	0.9231	0.8571	0.1837	1.0	0.5266	0.3498	0.0386	-30.5293	-69.1732	-90147.6301	0	0	-0.3629	1.44	0.4301
VARA_DE_SUCESSOES_E_REGISTROS_PUBLICOS_DA_COMARCA_DE_JABOATAO_DOS_GUARARAPES_-_TJPE	IMf	0.4592	0.6065	0.6065	0.973	0.6081	26.0	0.037	0.0113	0.7059	-0.3383	-11	0.3529	-0.2286	0.7142	32.3645	32.3645	2.763	17	-44.3645	0.1709	6	-12.0	0.4722	-0.6666	0.85	0.0397	1.1764	0.3013	0.0878	1.2164	-0.1503	0.7689	0.0944	2.873	37.7744	0.2093	46.1057	0.2093	-1.5898	0.5702	0	-1	0	-0.0813	1.2456	3534	26	28	28	100.0	126.2143	123.4947	10244.9502	0.3797	28340.9105	0.9803	31	0.7949	8	26	3.0	4	1.5	1.5	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.0212	0.6101	0.193	0.7248	0.6875	0.7456	0.6667	0.8154	0.6065	0.6065	0.6065	0.5903	0.6201	0.5625	0.6436	0.0	0.4565	0.0	0.359	0.225	0.8	0.4057	0.6503	0.0504	-47.7744	-56.1057	-246038.8945	0	0	-0.331	0.4	0.6065
VARA_DE_SUCESSOES_E_REGISTROS_PUBLICOS_DA_COMARCA_DE_JABOATAO_DOS_GUARARAPES_-_TJPE	IMd	0.0987	0.7063	0.7127	0.9787	0.6786	26.0	0.037	0.0036	0.3284	-3.7948	-5	0.7059	0.2	1.25	15.8352	15.8352	5.9403	17	-44.3645	0.1709	12	-28.5293	1.0152	6.7223	2.5125	-0.1354	0.3982	0.8443	0.5507	2.3574	-0.6094	0.0629	-0.0436	0.1349	12.5551	0.7372	20.8864	0.7372	-1.376	0.628	0	-1	0	0.2477	0.2517	3534	26	28	28	100.0	126.2143	123.4947	10244.9502	0.3797	28340.9105	0.9803	42	0.7925	11	33	3.2121	6	1.6061	1.6061	1.0	1.0	1.0	1.0	3	4	1	1	1	1	45.8911	0.6811	0.3509	0.4782	0.3571	0.4738	0.5556	0.7905				0.7109	0.7729	0.6824	0.7222	0.0	0.0927	0.0	0.1014	0.225	0.8	0.4057	0.6503	0.0504	-47.7744	-56.1057	-246038.8945	0	0	-0.331	0.55	0.7063
VARA_DE_SUCESSOES_E_REGISTROS_PUBLICOS_DA_COMARCA_DE_JABOATAO_DOS_GUARARAPES_-_TJPE	ETM	0.9955	-1.0	0.9093	0.9764	0.9304	26.0	0.037	0.0113	0.973	0.9792	-12	0.2941	-0.3	0.625	32.3645	32.3645	1.3879	17	-44.3645	0.1709	5	-12.0	0.2372	-1.5982	0.6404	0.1264	1.5618	0.0663	-0.2032	0.4991	-0.1427	0.7806	0.1116	3.2143	41.0195	0.1414	47.3508	0.1414	-1.0088	0.7273	0	-1	0	0.2553	0.2287	3534	26	28	28	100.0	126.2143	123.4947	10244.9502	0.3797	28340.9105	0.9803	13	0.0644	189	193	2.0933	3	1.0466	1.0466	1.0	1.0	1.0	1.0	2	2	1	1	1	1	2.7918	0.9307	0.2982	0.9697	0.9714	0.97	0.5185	0.7025	0.4778	0.9093	0.4698	-1.0	-1.0	-1.0	-1.0	0.9921	0.9889	0.9167	0.9857	0.225	0.8	0.4057	0.6503	0.0504	-47.7744	-56.1057	-246038.8945	0	0	-0.331	24.7	0.4778
