	ALIGNMENTS_MARKOV	ABS_EDGES_ONLY_IN_LOG	ABS_EDGES_ONLY_IN_LOG_W	ABS_EDGES_ONLY_IN_LOG_BTW	ABS_EDGES_ONLY_IN_LOG_BTW_NORM	ABS_EDGES_ONLY_IN_LOG_CC	ABS_EDGES_ONLY_IN_MODEL	ABS_EDGES_ONLY_IN_MODEL_W	ABS_MAX_DEGREE	ABS_MAX_DEGREE_DIV	ABS_MAX_CLUSTER	ABS_MAX_CLUSTER_DIV	ABS_DEGREE_ENTROPY	ABS_DEGREE_ENTROPY_DIV	ABS_LINK_DENSITY_DIV	ABS_LOG_MAX_DEGREE	ABS_LOG_DEGREE_ENTROPY	ABS_LOG_LINK_DENSITY	ABS_MODEL_MAX_DEGREE	ABS_MODEL_DEGREE_ENTROPY	ABS_MODEL_LINK_DENSITY	LOG_EVENTS	LOG_EVENTS_TYPES	LOG_SEQS	LOG_UNIQUE_SEQS	LOG_PERC_UNIQUE_SEQS	LOG_AVG_SEQS_LENGTH	LOG_AVG_EDIT_DIST	PN_SILENT_TRANS	PN_PERC_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	PN_IN_ARCS_MEAN	PN_OUT_ARCS_MEAN	PN_IN_ARCS_TRAN_MEAN	PN_OUT_ARCS_TRAN_MEAN	PN_IN_ARCS_INV_TRAN_MEAN	PN_OUT_ARCS_INV_TRAN_MEAN	PN_IN_ARCS_MAX	PN_OUT_ARCS_MAX	PN_IN_ARCS_TRAN_MAX	PN_OUT_ARCS_TRAN_MAX	PN_IN_ARCS_INV_TRAN_MAX	PN_OUT_ARCS_INV_TRAN_MAX	FITNESS_50_FREQ	FITNESS_50_RAND	FITNESS_25_FREQ	FITNESS_25_RAND	PRECISION_50_FREQ	PRECISION_50_RAND	PRECISION_25_FREQ	PRECISION_25_RAND	DISCOVERY_ALG	PRECISION	FITNESS	TIME_MARKOV
ABS_EDGES_ONLY_IN_LOG_BTW_NORM	0.3443958100909408	0.33888325772370104	0.35763247146451194	0.025017271233506274	1.0	0.09553843728106277	0.1992780543212442	0.15347273980291248	0.34521278197930066	0.23972415355897256	0.0026185881141039223	0.0012520918823757297	0.25416775633509225	0.25416775633509225		0.5582510578576376	0.4924652903670705	0.4871847993721136	0.3546974170390519	0.24548410822126396	0.42931838361807495	0.010920159283757893	0.49357085299590686	0.08196114798647049	0.16708037391337366	0.5052794792799186	0.33393103711020317	0.3434752723642639	0.34164149557430773	0.09103138686004635	0.2286793591158024	0.29141524417793374	0.08676774852066509	0.2336530405116053	0.08677017766074861	0.08677017766074861			0.09524386284378852	0.08877285508750143	0.22636285412358045	0.26731410538423467			0.26140240746580745	0.2664335242819348	0.38644037068595805	0.31623641175020095	0.4004832792994553	0.22602301225793023	0.2154267787536114	0.17627869894369483	0.2373046228054769	0.20770688997276193	0.06216046823202036	0.11320837238082465	0.17687372076731675	0.10238463801465825
ABS_MAX_DEGREE	0.4881480947883247	0.39396992415149173	0.5465857710468256	0.5347493600767105	0.34521278197930066	0.02675868742599873	0.4406841604084885	0.4666352691257433	1.0	0.8547961615719005	0.27275529756710104	0.17186148513119803	0.8959104059177729	0.8959104059177729		0.8499521691917166	0.7164851234244131	0.4670159791465351	0.3599789192178104	0.30846052768509163	0.305516250673362	0.07756969207218921	0.8036340953469815	0.10618338698380952	0.1798642567186855	0.45101157303103007	0.390342621429239	0.4681816284286697	0.10787531254078879	0.25749135607545526	0.33825083159896163	0.404125170464997	0.3580555255934706	0.08317861377780789	0.3580612926532879	0.3580612926532879			0.31377767508277565	0.3258692944746901	0.054843082494918906	0.07674247640412511			0.2927790000273755	0.31658485907284595	0.5223105295089063	0.5502140425044744	0.5282642343394657	0.47966629876834455	0.18813959497447433	0.3657292131488144	0.14897113544411864	0.3713325651390555	0.2356602949108468	0.3068685623351814	0.24945061338187466	0.09587063119295375
ABS_MAX_DEGREE_DIV	0.4323497914001931	0.43110619569868813	0.4805537982187356	0.4368126760225121	0.23972415355897256	0.007338760009575644	0.6015467305790156	0.5749359856364116	0.8547961615719005	1.0	0.22790201495687165	0.08582207813122089	0.733257520005039	0.733257520005039		0.6204220017397614	0.5014189567469972	0.387262301285967	0.5035616761913448	0.35564174649213154	0.18338086539176443	0.05821788647304802	0.5752118726785065	0.059315627605009184	0.17331470240420688	0.4555766084984733	0.32936136988417797	0.39351538104478906	0.023228863342792797	0.2805697939130667	0.37170919906617017	0.432204888406901	0.4669688116891627	0.03937033156352675	0.46696426256324297	0.46696426256324297			0.28836254063264666	0.30433615495301	0.10199635664063705	0.14719505962692314			0.2613321622573038	0.291908194441899	0.5105587280983714	0.5002341097110352	0.5091709436656577	0.4209513206930292	0.3655444159060051	0.5296536372764261	0.3473816415602273	0.5398542390645521	0.2442511005939942	0.4381524958688476	0.21549482349025414	0.08339983963605295
PN_IN_ARCS_INV_TRAN_MEAN	0.0985550943333514	0.0823720305975017	0.14706350433061033	0.13647523536329403	0.09524386284378852	0.03746148338304401	0.1682369805654689	0.2537272977439254	0.31377767508277565	0.28836254063264666	0.2862781680436092	0.20135051724735403	0.33004319688074557	0.33004319688074557		0.23627693050475768	0.2049594456849932	0.10336218173027686	0.1609985262610426	0.1771123439656514	0.23273306541980665	0.016487295506594977	0.23077151038552174	0.030778440257424496	0.11685467211529928	0.0022170212667456763	0.14278667237787798	0.13230988514325356	0.2221319815089409	0.07660297278419187	0.1835646160490322	0.310882626980634	0.2029356976377919	0.7465003453452648	0.20294574244674063	0.20294574244674063			1.0	0.9942421142985355	0.5855184197045474	0.4068814416088945			0.8112838435478055	0.809261865284727	0.08909267487298565	0.1516327930933702	0.08427065474269908	0.09089211911755687	0.2569182356784764	0.2603158373095149	0.23885786270781534	0.31450374141371634	0.5853549022048319	0.12788272543867182	0.0033177681626594896	0.07700253797918
PN_OUT_ARCS_INV_TRAN_MEAN	0.10763405565747541	0.10134056882928107	0.1601675061281129	0.14314797658875594	0.08877285508750143	0.04744443269368321	0.17661971735586557	0.2551242842537472	0.3258692944746901	0.30433615495301	0.2875051413633511	0.19600782139943732	0.33994514004808934	0.33994514004808934		0.24414852284972033	0.21258418661506304	0.10255927759241676	0.16995679138362607	0.18109287353696119	0.2232458938327824	0.014694228512666772	0.24261514842357412	0.007350706862342852	0.11878019723268403	0.016830165015040713	0.13501669667914618	0.12449998931726587	0.22029897028671402	0.08078241874081361	0.1873077298458379	0.3120169791087259	0.20978350474325344	0.7570995772225031	0.20979526958337738	0.20979526958337738			0.9942421142985355	1.0	0.5956497982669093	0.4166738829950969			0.7912311022917086	0.8063612524518357	0.0988969415576607	0.16090326007654865	0.09415271367606691	0.10843018893350928	0.2468205379315668	0.25765842027029673	0.23374332939860865	0.3118919345240349	0.598634244707563	0.12189900737892348	0.001992335995921205	0.07686989433311524
FITNESS	0.4554711013317014	0.08760784155876095	0.4461934847141129	0.13622670747391266	0.17687372076731675	0.2719364094662163	0.071495599121118	0.2487282066668176	0.24945061338187466	0.21549482349025414	0.16630999715506944	0.1104837245466825	0.22881488140838532	0.22881488140838532		0.18323461383043838	0.11541126722439463	0.028537506204359644	0.1371586018599634	0.1553562804464121	0.21931116025891642	0.10569551550434776	0.17013121513422433	0.13834670248193492	0.38044522909412615	0.20119371459441535	0.19040231661566023	0.2625415810403357	0.04399664293182347	0.262395671648751	0.2946272511929448	0.31177631743148976	0.250143799970437	0.05217549308916217	0.2501583243330223	0.2501583243330223			0.0033177681626594896	0.001992335995921205	0.0844460065254574	0.14317444165849413			0.026888841878378384	0.03508931303576158	0.47572102746272926	0.44505890067300274	0.41700509584416356	0.4243633121644859	0.1004757753967723	0.03645059323081619	0.13709084229960722	0.00299578505559948	0.2305702681792415	0.3018094982152642	1.0	0.07133558833706509
LOG_EVENTS	0.2643181096808054	0.41448442950134884	0.25938781826375756	0.2893776507238938	0.010920159283757893	0.08551243932462353	0.04107150992717667	0.11402236998435611	0.07756969207218921	0.05821788647304802	0.0037658798361683427	0.0002593100968458095	0.03197308473524717	0.03197308473524717		0.1387400791826884	0.14741582998685349	0.010250240627563937	0.10483521723176126	0.13084168817930314	0.004013652586189949	1.0	0.16759841252284632	0.7825819349063876	0.6693703128551618	0.4928453362130908	0.31434409981242617	0.31216938181945514	0.005390512842099142	0.05796103356385248	0.24458994997557112	0.20752577138103503	0.09639000206344146	0.12719306670445343	0.09638806479159998	0.09638806479159998			0.016487295506594977	0.014694228512666772	0.10014791365487559	0.1689139358635429			0.0011811095839305704	0.04942120933439752	0.3145542479586889	0.22725010642183316	0.34616989406772564	0.250444979519092	0.1505813245122523	0.07281095412135521	0.15135385777407473	0.083826604888245	0.04698592601980006	0.04659138321378397	0.10569551550434776	0.06896490525318011
ABS_EDGES_ONLY_IN_LOG_CC	0.18867597598420482	0.12180019258399967	0.19020691443570917	0.13263776281672898	0.09553843728106277	1.0	0.07869167746971147	0.16518885644123843	0.02675868742599873	0.007338760009575644	0.2191226834325484	0.41932844978249456	0.0009350582202643734	0.0009350582202643734		0.14586205572127633	0.15001658631819498	0.1472159115153295	0.20411060042672213	0.1727960542414136	0.037336744711126066	0.08551243932462353	0.1151170415663561	0.2224167491992325	0.009224463712890827	0.12487155156343552	0.0011003000476573186	0.03980492487370201	0.027100739811697395	0.09361023501046874	0.15347826953638596	0.15833966273854452	0.20906868947575397	0.007716173006266299	0.20906130161806732	0.20906130161806732			0.03746148338304401	0.04744443269368321	0.049309906286436445	0.0779981429031566			0.09805778392187649	0.11929610744719212	0.25109989455385123	0.24019574299677096	0.2365477791915057	0.22723595394568147	0.009868374568903873	0.0548622459470197	0.024706292392765852	0.03761108510175463	0.09728624587245083	0.07306683851949199	0.2719364094662163	0.06880903948462616
ABS_EDGES_ONLY_IN_LOG	0.6729085003669749	1.0	0.6582721334018015	0.3854930321772825	0.33888325772370104	0.12180019258399967	0.1770095275613473	0.190006292977727	0.39396992415149173	0.43110619569868813	0.09384919887680897	0.033370875387955974	0.49011900908890726	0.49011900908890726		0.3626451715110516	0.44727848156954486	0.4122095265337157	0.08870322820262488	0.10050243961407133	0.33543826544532224	0.41448442950134884	0.5252728305596084	0.37615880548579067	0.2451662829478632	0.6875896789685214	0.3687973321088359	0.4235512945618986	0.055094703412651484	0.31957762907395093	0.46878532191798633	0.44584565758643024	0.3300246707724933	0.056532554101504776	0.3300071332739347	0.3300071332739347			0.0823720305975017	0.10134056882928107	0.034129873531187335	0.008901495062940891			0.15637763117457196	0.20729180798187222	0.739600030157769	0.6482897601483284	0.7738810338718037	0.6238319091575115	0.09728265577479288	0.05939360447755218	0.07665860615763308	0.0636595083239146	0.08908278363720686	0.12825855845573592	0.08760784155876095	0.06261049710910058
LOG_SEQS	0.2625939813568339	0.37615880548579067	0.2594901169028246	0.3061966665059033	0.08196114798647049	0.2224167491992325	0.028612920673162224	0.13068584614048614	0.10618338698380952	0.059315627605009184	0.13629673552300722	0.0883362368680045	0.03863235563961133	0.03863235563961133		0.17578968615835297	0.17205659152973007	0.13429609167246465	0.11218790793890748	0.15276625677959405	0.21545359682822698	0.7825819349063876	0.23097930062209768	1.0	0.3010346656249679	0.5538025277266987	0.3891525145538015	0.3767887396617082	0.1598529400726888	0.08865242330939947	0.2829133195868285	0.2927839434486049	0.01713870776342618	0.1354083067004804	0.017136623341078253	0.017136623341078253			0.030778440257424496	0.007350706862342852	0.11406538886249581	0.16026965713658214			0.016671356556571332	0.07343679052383756	0.3348620295104174	0.3032254813259871	0.34007085581768526	0.39529743221842867	0.22956502405496715	0.1789129936437922	0.22721053022632848	0.1715309058995548	0.016759989896701397	0.14388320728709247	0.13834670248193492	0.059960727222479714
PN_IN_ARCS_INV_TRAN_MAX	0.1727945454490206	0.15637763117457196	0.22594913795652588	0.15788582328087916	0.26140240746580745	0.09805778392187649	0.014654639576611526	0.11119359448654659	0.2927790000273755	0.2613321622573038	0.20766031492009834	0.17745570551928735	0.292632230170577	0.292632230170577		0.33927385309550046	0.30997352941744244	0.1817775863880123	0.06613713793406799	0.01864059493055439	0.27597542533743175	0.0011811095839305704	0.27324605440768923	0.016671356556571332	0.1544659486321658	0.1878549244251726	0.002843368668355347	0.002676477902299303	0.41691705173336757	0.10064744440766271	0.07339276441321876	0.22135872345542573	0.23244869935810156	0.7082290480933954	0.23244576551390328	0.23244576551390328			0.8112838435478055	0.7912311022917086	0.5625548047504789	0.46569090055511336			1.0	0.9836843267897402	0.16902655743971362	0.1817750393150708	0.17094160144612866	0.12394035890827916	0.08987763465004422	0.0612953387582886	0.06561057069274229	0.11019465204114644	0.3308262898131871	0.00023090906943647668	0.026888841878378384	0.05656959633361738
PN_OUT_ARCS_INV_TRAN_MAX	0.2036704332687735	0.20729180798187222	0.26388830358838966	0.16250689711203556	0.2664335242819348	0.11929610744719212	0.006256791683760755	0.11862201714715742	0.31658485907284595	0.291908194441899	0.21781558557532224	0.17971817056892078	0.31467900648675406	0.31467900648675406		0.36044646916397305	0.3260728291615772	0.19098330645189646	0.05920308102050413	0.02841876710366321	0.26286760411735033	0.04942120933439752	0.2990174515619639	0.07343679052383756	0.15579044972492204	0.22177823306516142	0.0065697393733726624	0.0029430489225121515	0.41423953898875926	0.09846994691181606	0.07308021842025286	0.21861598950977343	0.24142124025469863	0.724204077833995	0.24142039641728616	0.24142039641728616			0.809261865284727	0.8063612524518357	0.5784959150374793	0.48077376688515566			0.9836843267897402	1.0	0.19987898822414643	0.20476067712458249	0.20269080917739474	0.15716812829652088	0.06267430863850376	0.05099196702435169	0.045232825898832985	0.10146196299770573	0.3363134704939752	0.011806767716438293	0.03508931303576158	0.05579309900845839
DISCOVERY_ALG	0.05221186586491361	0.08908278363720686	0.054725408132656875	0.20317519371680415	0.06216046823202036	0.09728624587245083	0.294817613223991	0.20002635849976022	0.2356602949108468	0.2442511005939942	0.12153804245170302	0.07085790381448821	0.22524761980079677	0.22524761980079677		0.12213012658413683	0.1845798594693351	0.13309852534338	0.22566247569671413	0.0726609304417154	0.37840698254031885	0.04698592601980006	0.1774912841790676	0.016759989896701397	0.140319301457663	0.043037120069448674	0.01170932190669841	0.0006799680346627276	0.2159126571974236	0.5797046717514437	0.48520206327761434	0.4736367329198186	0.1103370852648616	0.42480374119474457	0.11031745108814828	0.11031745108814828			0.5853549022048319	0.598634244707563	0.3519559008208846	0.21264250800992823			0.3308262898131871	0.3363134704939752	0.12438316097378121	0.18155239493626332	0.09547271538953728	0.20575366449776258	0.31490931838066594	0.34566712071107514	0.3020572896067348	0.3692916135194521	1.0	0.12438710698545107	0.2305702681792415	0.05572555733913838
LOG_UNIQUE_SEQS	0.03361147990847932	0.2451662829478632	0.0299380006162217	0.1330805629905968	0.16708037391337366	0.009224463712890827	0.12954976312898392	0.1230817998629521	0.1798642567186855	0.17331470240420688	0.1369724797114727	0.08771210509660905	0.1273834430554103	0.1273834430554103		0.16276773263743477	0.09521331992314373	0.072847717953147	0.04370750785503329	0.05297866331763416	0.05875174129461095	0.6693703128551618	0.09261084038717503	0.3010346656249679	1.0	0.14555993780489623	0.12372280006597927	0.0968089593147783	0.15067810568448922	0.03368059307733474	0.10944196603564567	0.038101633614754375	0.07610646029070542	0.06141260014387633	0.0761049032828569	0.0761049032828569			0.11685467211529928	0.11878019723268403	0.06315028210447614	0.01169461764522738			0.1544659486321658	0.15579044972492204	0.04158402846395952	0.009484390927587856	0.07550755046985308	0.034094602720604876	0.09658473090955338	0.057860787390047304	0.10457833405983177	0.09344021688813722	0.140319301457663	0.026014927591838266	0.38044522909412615	0.04247903510498293
ABS_MAX_CLUSTER_DIV	0.15682069301344445	0.033370875387955974	0.1865671835032878	0.1103396375997288	0.0012520918823757297	0.41932844978249456	0.11382015170542079	0.0293697725955155	0.17186148513119803	0.08582207813122089	0.7427673316068164	1.0	0.16879576851267053	0.16879576851267053		0.23400665091453607	0.22915716394165037	0.049869930294877	0.08952920163572863	0.04579668431042571	0.015721741131905033	0.0002593100968458095	0.20273537554327903	0.0883362368680045	0.08771210509660905	0.0069764353720292525	0.019983148870616432	0.06045272551914362	0.16641370387614585	0.06426688434622084	0.039927613747630535	0.07932454384569003	0.04944544882331632	0.140942943347642	0.049471397324439746	0.049471397324439746			0.20135051724735403	0.19600782139943732	0.09345042153302174	0.13426479288511545			0.17745570551928735	0.17971817056892078	0.06581966301409739	0.06833303229729251	0.07179421538695169	0.05170076595985789	0.06865685901962812	0.043820996099074035	0.04827430715008896	0.004826600292073162	0.07085790381448821	0.1104473848384355	0.1104837245466825	0.04048543389424982
PN_TRANS	0.3238095495567163	0.46878532191798633	0.24317749419786397	0.4243503389446577	0.2286793591158024	0.15347826953638596	0.44714047986314887	0.20522613906067966	0.33825083159896163	0.37170919906617017	0.0006385454574008336	0.039927613747630535	0.35578038369852527	0.35578038369852527		0.2941979160906832	0.3723780747964886	0.3815537923582883	0.11039684393639213	0.019593531115506893	0.5786760288508577	0.24458994997557112	0.36590100536174225	0.2829133195868285	0.10944196603564567	0.5489734485844936	0.525833540151729	0.5251430282754919	0.21168595936992002	0.7545399667630449	1.0	0.9501683776570778	0.5019435310574325	0.06589153957600356	0.5019359802424698	0.5019359802424698			0.1835646160490322	0.1873077298458379	0.026855140192626543	0.018624229365981963			0.07339276441321876	0.07308021842025286	0.48978164328054	0.5077866379275127	0.46742428282587756	0.49352216836283996	0.2149261673441676	0.37851617562829626	0.20190076459235923	0.3938013665176718	0.48520206327761434	0.3066937023481897	0.2946272511929448	0.024080463663479264
LOG_EVENTS_TYPES	0.46279222935926817	0.5252728305596084	0.5064337470393286	0.6146657798271538	0.49357085299590686	0.1151170415663561	0.10499800331181698	0.05574328607142024	0.8036340953469815	0.5752118726785065	0.2145239676349165	0.20273537554327903	0.7487309699515354	0.7487309699515354		0.8984821503553533	0.8890779946885654	0.7357677602646788	0.08982495078088974	0.08184201228247848	0.596631902767598	0.16759841252284632	1.0	0.23097930062209768	0.09261084038717503	0.5914077597931495	0.4853753666290508	0.5481103072525335	0.18784041964685882	0.2967210494824049	0.36590100536174225	0.3828724658129756	0.12597612131143676	0.2338844202665508	0.12597881264848343	0.12597881264848343			0.23077151038552174	0.24261514842357412	0.15707396749158684	0.1932406647414489			0.27324605440768923	0.2990174515619639	0.5301400636214512	0.546582075377467	0.5433293377611905	0.49761506010876916	0.1271794472492077	0.03240567941800071	0.14772558568327535	0.03493243678523037	0.1774912841790676	0.11837060548312921	0.17013121513422433	0.010592555637222056
PN_PLACES	0.3212353754894953	0.44584565758643024	0.25543969263191657	0.41736489694363066	0.29141524417793374	0.15833966273854452	0.4504366486673237	0.2661011628000444	0.404125170464997	0.432204888406901	0.0325223995723925	0.07932454384569003	0.42280200233797494	0.42280200233797494		0.3558598254101189	0.38987168413170964	0.4146364168374904	0.12216063116417807	0.09279936178766274	0.5748767724689379	0.20752577138103503	0.3828724658129756	0.2927839434486049	0.038101633614754375	0.5635129777891253	0.5419227447809987	0.5369587564219748	0.05222649199443456	0.5832459845241685	0.9501683776570778	1.0	0.43110283528990945	0.14080594893568568	0.4311039111026791	0.4311039111026791			0.310882626980634	0.3120169791087259	0.0728051808891862	1.455258184459368e-17			0.22135872345542573	0.21861598950977343	0.49856516906310916	0.520277916859166	0.475941722473028	0.49675454693396653	0.2099048314958233	0.3650709381729999	0.18761734362773078	0.39029706515049867	0.4736367329198186	0.3057167659962458	0.31177631743148976	0.007832820820556521
ABS_LINK_DENSITY_DIV																																																										
PN_IN_ARCS_TRAN_MEAN																																																										
PN_OUT_ARCS_TRAN_MEAN																																																										
PN_IN_ARCS_TRAN_MAX																																																										
PN_OUT_ARCS_TRAN_MAX																																																										
